,SYSTEM,VINA,NNSCORE,DLSCORE,-logKi/Kd
411,1wdn,-6.65994,6.020058723693063,6.848294830322264,6.3
412,1wht,-7.486339999999999,4.652784645103282,4.800013017654419,3.7
413,1wm1,-6.17431,6.320718460729189,6.617394113540651,6.3
414,1ws1,-6.98577,7.027456854705987,6.338305997848512,9.55
415,1ws4,-4.89398,2.945422131859704,3.8276881456375116,3.0
416,1x8j,-8.407,5.698992394334224,6.440718460083008,6.96
417,1xap,-13.06194,7.887020154427381,8.404409503936767,8.7
418,1xff,-6.3669400000000005,4.128476415790497,4.70220685005188,4.82
419,1xgi,-6.95927,5.645845091224527,5.788191366195679,4.85
420,1xhy,-7.584689999999999,5.553241698217549,7.011379051208496,6.18
421,1xk9,-8.23644,5.344551946831283,6.460137271881104,6.85
422,1xka,-8.4433,5.754081358943398,7.505073118209839,6.88
423,1xkk,-9.94282,7.603195558464552,8.339221668243407,8.52
424,1xow,-10.98405,7.997663664888482,8.705100822448731,9.28
425,1xt8,-4.88135,7.871120082215695,5.485437536239624,6.85
426,1y1z,-6.0019599999999995,3.9695054909942526,5.142471265792847,3.08
427,1y20,-5.21175,4.38579203188495,4.946203231811523,5.32
428,1y3n,-8.369489999999999,4.085365527003143,5.3614990234375,5.55
429,1y6q,-8.64397,9.297970535174683,9.488229465484617,11.7
430,1y6r,-9.662889999999999,8.488562137622521,8.606350088119507,10.11
431,1yc1,-9.67458,5.63506099256845,7.430086851119995,6.17
432,1yc4,-8.02339,5.952582143335341,5.878686571121216,6.55
433,1ydk,-5.5152,6.189973615383599,4.881257629394531,5.89
434,1ydr,-8.06724,5.574861324743333,5.62956337928772,5.52
435,1yds,-6.98148,5.157764697039385,5.386281490325928,5.92
436,1ydt,-8.341389999999999,6.750421267117527,6.500923538208008,7.32
437,1yqj,-12.51396,5.666414097755416,8.202566862106321,8.14
438,1z4o,-8.11167,5.2951963975734655,5.96011381149292,4.52
439,1z6e,-10.26355,10.57196095044294,7.9062661647796615,9.72
440,1z6s,-5.87829,4.7299138958022215,4.231713390350341,4.34
441,1zgi,-9.573960000000001,8.016480604975513,7.849580430984497,5.34
442,1zhy,-9.1797,8.599898726064104,8.402606296539307,6.52
443,1zoe,-6.6403,3.4459756539549087,6.742225122451782,7.4
444,1zog,-5.90495,4.65903782369525,7.064952802658081,7.15
445,1zp8,-8.635819999999999,10.162525845065847,10.14455213546753,8.77
446,2a4m,-5.26823,2.918266766639116,3.606676959991455,4.52
447,2a8g,-6.50575,7.007053751963278,5.329694557189941,3.69
448,2aac,-6.45874,1.8100081338970924,5.303760957717897,2.22
449,2aj8,-8.0811,5.787622891492973,6.396401977539062,6.2
450,2ans,-7.56065,4.763685990869985,5.015381669998169,5.92
451,2aqu,-9.18345,8.41260556869492,8.92056360244751,9.32
452,2avo,-10.54139,9.665737703083137,9.00423641204834,8.85
453,2avs,-10.599269999999999,9.717666184719095,8.894299602508545,7.57
454,2ayr,-11.76863,7.7692076041796305,9.174369716644287,9.29
455,2azr,-6.77239,3.9383674696543234,4.083838653564453,3.64
456,2b07,-8.277000000000001,6.285359471039939,5.957714939117433,6.43
457,2b4l,-4.24463,2.6909085376204955,5.114223527908325,4.77
458,2bak,-10.89213,8.329215262709768,8.166123199462891,7.43
459,2bal,-8.57876,6.106422676390723,5.682606649398804,6.31
460,2bes,-7.16511,5.03165610586155,5.27587103843689,4.24
461,2bet,-6.731889999999999,3.3124067028980826,4.28828010559082,2.77
462,2bmk,-6.76385,5.657216929705488,6.163539981842041,5.62
463,2boh,-9.35305,5.401504338442341,8.4526207447052,8.52
464,2bok,-8.38257,5.501271283727892,6.733812618255615,6.55
465,2bpv,-9.54828,8.110142853746156,8.663772106170653,7.67
466,2bpy,-9.929860000000001,8.04848905357888,8.567013263702393,7.4
467,2bq7,-8.249939999999999,1.1513429920726492,8.316739082336426,7.05
468,2bqv,-10.03705,7.373984697829031,8.487410354614259,8.05
469,2br1,-7.506460000000001,5.6416644069787,5.438817930221559,5.14
470,2brb,-7.714919999999999,5.3594646476251855,4.911314153671265,4.86
471,2brm,-7.634060000000001,5.9549481149919306,5.190004348754883,5.89
472,2bt9,-5.81571,2.7420354698710527,6.011461782455443,6.19
473,2bvd,-7.4871300000000005,4.531284399231836,5.427790021896362,6.0
474,2bvr,-6.05865,2.7823202232815403,3.8023027896881114,3.7
475,2bvs,-5.63823,3.5813034589971786,4.147556447982788,4.1
476,2byr,-8.59568,7.192456992841471,8.739022541046143,8.55
477,2bys,-10.53694,7.11386294109406,8.225917816162111,9.52
478,2bz6,-7.848560000000001,7.018767392922023,6.582357740402221,7.09
479,2bza,-4.2005,3.427437513081302,3.587603831291198,2.8
480,2c1p,-8.98592,6.238796506263807,6.559568309783937,5.4
481,2c3l,-8.12198,5.730084269731822,5.381458044052124,5.07
482,2c80,-6.03852,6.182684928042929,5.751547718048097,5.33
483,2cbu,-7.6545,5.411499539967888,6.3253231048583975,5.68
484,2cej,-10.52338,7.326436454672207,7.532778787612915,8.62
485,2cen,-10.826139999999999,8.202226664141616,9.409658527374267,8.3
486,2cgf,-8.79152,3.8243515277390414,7.40307912826538,6.41
487,2cht,-7.969810000000001,5.350757137928149,6.608790016174316,5.52
488,2cle,-7.7705,4.2440389937086085,4.952955150604248,3.55
489,2clh,-10.169989999999999,5.873138323754196,6.411161994934082,4.06
490,2cli,-9.13536,5.369231821722112,5.728512096405028,4.3
491,2csn,-5.72093,4.33552158365284,6.284174823760988,4.41
492,2d0k,-7.30463,7.317609150695058,5.724227857589723,5.02
493,2d3u,-8.68735,6.253969441194272,6.905507564544678,6.92
494,2d3z,-8.8153,5.7336767327394185,6.595773029327392,6.64
495,2drc,-8.21364,7.449602184559526,7.215214252471924,9.89
496,2dri,-6.8353399999999995,4.187168706258492,6.480612850189209,6.89
497,2e2r,-8.91743,6.678622604231088,7.573195266723633,8.26
498,2e7f,-7.527260000000001,6.1062564024954185,5.8373610496521,6.1
499,2epn,-6.83644,2.604420353555457,6.209905052185059,7.22
500,2exm,-5.15078,3.1788995976896945,4.906950378417969,4.11
501,2f1g,-7.1771899999999995,6.087421204911131,7.1779083728790285,7.54
502,2f2h,-9.32134,6.585831866780571,6.3649552822113025,5.7
503,2f34,-7.079330000000001,5.626900439310097,5.956463384628296,6.89
504,2f35,-7.06335,5.130525014513594,5.414364194869995,5.4
505,2f80,-9.035169999999999,10.912125598821184,9.970046520233154,8.18
506,2f81,-9.02128,10.333990574117514,9.398858165740966,10.52
507,2f8g,-8.823,10.619605239230749,9.822396945953367,8.7
508,2fgu,-11.2375,8.842621444776439,8.608812999725341,9.18
509,2fgv,-11.13068,8.74283732164735,8.660150909423827,6.12
510,2flr,-10.13682,5.836963356629022,6.1288535594940186,6.1
511,2fpz,-5.78979,3.148837640772709,4.108099865913391,3.96
512,2fqw,-8.94178,7.0256097037219725,6.486593294143678,6.68
513,2fqx,-9.17791,6.209765006506827,6.508015871047974,7.15
514,2fw6,-6.89947,2.6591428329260456,4.074688148498535,2.92
515,2fx6,-5.53097,2.7483849463464587,3.918690490722656,3.7
516,2fxu,-7.677039999999999,7.581441162972871,8.007427263259888,8.15
517,2fxv,-9.41336,4.187513890536621,5.151975679397583,5.35
518,2g94,-8.593210000000001,8.129276222213122,9.843099403381348,9.52
519,2gl0,-6.812689999999999,5.043391342656481,5.2061013221740735,4.82
520,2glp,-8.38793,5.323667605694695,5.981124544143678,5.01
521,2gss,-4.73795,3.853167667281158,5.011497831344603,4.94
522,2gst,-8.57723,6.482937227615452,6.55263032913208,6.07
523,2gv6,-7.079789999999999,6.049799862824122,7.024314975738525,7.34
524,2gv7,-8.031039999999999,6.154160672182641,8.672362327575684,7.85
525,2h4g,-7.0281199999999995,5.65808258265797,5.588044023513794,6.52
526,2h4k,-7.23447,6.544047247479185,6.287778663635254,5.49
527,2h6b,-7.20665,4.521295998315302,5.523580646514891,5.39
528,2ha2,-4.6965699999999995,3.96237431033906,5.138056468963623,4.66
529,2ha3,-2.9466200000000002,0.03391228198656302,3.5089897632598883,3.03
530,2ha6,-4.9857,3.5674502050448225,6.519936990737915,4.32
531,2hb1,-5.52401,3.8932272878759258,3.918296647071839,3.8
532,2hb3,-9.4054,9.621877279676816,9.605498600006104,11.35
533,2hhn,-8.70294,7.3053864841677205,8.247721624374389,7.49
534,2hjb,-5.63184,3.1396778098538416,5.6918702125549325,4.39
535,2hs1,-8.677810000000001,10.160884343876923,10.032283496856687,8.48
536,2hxm,-7.550439999999999,5.628884828680297,4.772682571411133,5.22
537,2i0a,-8.38716,10.342456624379764,10.04838514328003,11.4
538,2i4d,-8.73327,11.476620053932752,10.463697242736817,11.68
539,2i4j,-7.77088,4.815484950125784,7.607503986358642,6.16
540,2i4u,-9.14095,10.759401667255393,10.407337188720703,11.57
541,2i4v,-8.77079,9.686685503910551,9.718908786773682,11.2
542,2i4w,-8.17879,9.75103270354373,10.375060176849363,11.59
543,2i4x,-8.14294,9.8187676297374,10.310313320159912,11.72
544,2i80,-7.908760000000001,6.6133913301751805,6.117989730834961,5.4
545,2idw,-8.94857,10.363369983142173,9.690904998779297,8.89
546,2ihq,-11.06076,5.186405919492186,8.500625848770143,8.49
547,2iko,-9.24928,5.7756499301944695,6.476164817810059,5.45
548,2iuz,-8.93342,6.822408986831901,5.981363582611084,5.55
549,2iwx,-8.47611,6.372224459091841,7.431643867492676,6.68
550,2izl,-7.48568,11.349472139092025,8.593934917449952,6.0
551,2j2u,-7.91074,5.14319989118736,6.981560468673706,7.33
552,2j34,-7.640689999999999,6.083708920722224,7.3625831604003915,7.82
553,2j47,-9.38299,5.6149411133752185,7.916935014724731,5.41
554,2j4g,-7.3735800000000005,3.4844949068279485,7.062958383560182,6.6
555,2j4i,-7.52767,7.126633454537251,8.5005934715271,9.0
556,2j77,-6.28454,3.478319985260504,5.212754487991333,4.89
557,2j7e,-7.73157,6.288014099462455,6.3462974548339846,7.32
558,2j7g,-8.06461,4.6468927027433615,5.989343976974487,7.0
559,2j7h,-6.32693,5.654806010676633,6.260471677780151,7.19
560,2jds,-9.596680000000001,6.407216794555924,7.919309997558594,8.2
561,2jfz,-9.58051,6.331866122538751,8.39587926864624,5.24
562,2jh0,-7.28075,5.985688986186963,7.989226150512695,8.7
563,2jh5,-7.38497,3.531738458664982,8.37340521812439,6.44
564,2jh6,-7.76295,5.233327227207101,7.8882239818572994,7.77
565,2jiw,-8.0857,4.881341434036712,7.168632841110228,4.59
566,2nmz,-10.23135,8.634255432842863,8.678011798858643,8.37
567,2nsj,-8.56536,6.257704790261469,6.702429008483888,4.79
568,2nsl,-8.264489999999999,5.207539990194221,6.602825880050659,4.68
569,2nt7,-9.30819,6.132332204683653,7.065191173553468,6.52
570,2nta,-9.314789999999999,5.160165156080604,4.706508111953736,4.8
571,2o0u,-10.63941,4.974222096325273,7.461569595336914,5.49
572,2o4j,-11.6264,9.02603049656788,8.997693538665771,10.1
573,2o4k,-9.34266,8.455594327639755,9.419166660308838,10.46
574,2o4r,-11.176219999999999,9.777214439266599,9.115697574615476,9.4
575,2o4s,-10.4192,8.829089756291149,9.504337692260744,10.51
576,2oag,-10.215869999999999,7.525738470368723,7.594140481948853,8.47
577,2ogy,-7.216939999999999,6.454435243983033,5.401862096786499,4.48
578,2ojg,-8.4813,4.2703922535163565,5.4992624759674085,5.64
579,2ojj,-9.766169999999999,6.791302224216866,8.32352523803711,8.7
580,2on6,-7.5852699999999995,5.119058684190336,7.745936584472656,6.76
581,2oxd,-6.475169999999999,6.275246428935929,6.54173755645752,6.82
582,2oxx,-6.36642,5.091602336507197,6.667025709152223,6.7
583,2oxy,-5.8105400000000005,5.544122874488535,6.561381912231445,6.52
584,2oym,-7.11176,4.820973629328046,6.341831636428831,5.0
585,2p16,-10.09591,7.323492580138549,8.448639583587646,10.1
586,2p4j,-10.03116,6.738213934605135,8.584890031814576,8.96
587,2p4y,-10.91577,9.936710168755079,8.243559265136719,9.0
588,2p7a,-5.5262199999999995,4.4972744897499455,5.48212308883667,6.1
589,2p7z,-8.77307,7.3686323379871705,7.7325529098510755,6.58
590,2p95,-10.531239999999999,8.570806891037693,8.04174346923828,9.37
591,2pcp,-9.78208,6.642104524933102,7.4884460926055905,8.7
592,2pgz,-8.01975,3.523703510135482,6.5712071418762195,5.74
593,2pk5,-12.05974,10.486216551531992,10.500611019134519,10.7
594,2pk6,-11.19613,8.437454599032488,9.88193473815918,10.89
595,2pql,-7.041580000000001,8.151603704620978,6.7224043846130375,7.28
596,2pqz,-10.83434,5.776176195998472,6.398900938034058,5.67
597,2psu,-8.278939999999999,9.147237791015346,8.9812837600708,7.62
598,2psv,-8.1083,8.911590574801409,8.782339477539063,7.24
599,2pu2,-7.57066,5.047588022933534,4.341093921661377,4.43
600,2pvh,-8.60056,4.405434507820785,5.954783415794372,6.59
601,2pvj,-9.37474,7.110616180473554,7.712672519683838,8.1
602,2pvk,-9.904910000000001,6.966511229924445,8.294076871871948,8.3
603,2pvl,-9.39966,7.213585527380991,7.407949638366699,7.62
604,2pwc,-11.04555,6.878452269015177,7.144751310348512,6.57
605,2pwd,-5.87631,2.1989107229211946,4.169441294670105,4.4
606,2pwg,-6.993639999999999,3.8097139941022617,4.20218505859375,4.82
607,2pwr,-11.72086,6.390606689813852,6.548773622512817,6.59
608,2pyn,-10.05857,9.093101603305824,8.934214878082276,7.57
609,2q54,-9.04763,8.857607255972336,9.246476078033448,9.01
610,2q55,-10.53174,8.954256939947342,9.055083084106446,8.69
611,2q5k,-10.28945,8.850383432929709,9.375062179565427,11.3
612,2q63,-9.96227,8.756058905277643,8.873515701293945,7.18
613,2q64,-10.35796,7.5775704147364005,9.206264114379882,8.52
614,2q88,-7.558330000000001,4.9133004124710995,5.7550411224365225,5.8
615,2q89,-7.753089999999999,4.31102544467217,5.628088665008545,6.3
616,2qbq,-7.691339999999999,7.120833565094867,6.861052131652832,7.44
617,2qbr,-7.7961800000000006,6.422151060541937,6.793852186203003,6.33
618,2qbs,-8.31581,6.927899328297977,6.801871633529662,6.68
619,2qbu,-9.62757,6.7123000871044765,5.399181079864502,6.19
620,2qci,-9.642710000000001,10.426895521491783,9.977411651611328,8.34
621,2qd6,-9.43009,11.155861576308341,10.269167613983154,8.68
622,2qd7,-9.29751,10.597542812661107,10.564513778686523,9.1
623,2qd8,-9.1092,11.343137639930784,10.080626583099363,9.07
624,2qe4,-9.63443,7.730228253106017,8.359157133102418,7.96
625,2qg0,-7.538410000000001,2.3516143645780114,5.721079063415528,5.72
626,2qg2,-8.640360000000001,6.792445061815168,6.989237785339356,5.4
627,2qhy,-9.47278,9.15842683325068,8.001708221435546,7.48
628,2qhz,-10.148019999999999,7.631327543771848,7.566767168045044,7.28
629,2qi0,-9.72442,8.266158361986683,8.644921112060548,7.38
630,2qi1,-9.707989999999999,7.664278882105461,8.918802070617676,7.3
631,2qi3,-7.51236,9.97878931415502,9.124672126770019,10.2
632,2qi4,-9.564910000000001,9.473918117822944,9.953225994110108,10.44
633,2qi5,-8.6903,8.425004915339965,9.877134227752686,10.85
634,2qi6,-9.572239999999999,8.586498690675349,9.975211143493652,10.57
635,2qi7,-7.307510000000001,9.09346622679977,9.758514499664306,10.21
636,2qm9,-9.014339999999999,3.6976706149271847,7.711391735076903,7.77
637,2qmg,-11.69336,8.876003062225296,8.620751094818115,9.15
638,2qnn,-11.95783,8.526194825454644,7.201873016357423,7.15
639,2qnq,-11.17464,7.306775820203327,6.165761423110963,6.11
640,2qrk,-6.1464099999999995,3.7962557981821496,4.6129899501800535,4.26
641,2qrl,-3.7597199999999997,2.734431721648475,3.4954210042953493,4.0
642,2qtg,-7.979360000000001,3.5038776905828843,5.791567182540892,5.08
643,2qu6,-10.62197,7.932449701891957,8.052852630615233,8.52
644,2r2m,-9.31832,7.760378239433037,7.252026462554933,7.33
645,2r2w,-8.037239999999999,3.92771360521915,5.018330192565918,4.47
646,2r38,-11.925360000000001,6.285525465414063,6.573230648040773,7.44
647,2r3t,-11.2666,6.554574893107133,6.541356563568115,5.85
648,2r3w,-11.02431,6.4464136455419565,6.656303882598878,6.89
649,2r43,-10.89965,6.85272251498162,6.775567483901978,6.0
650,2r5a,-3.25222,2.977630707254784,3.740444421768189,2.6
651,2r5p,-11.354460000000001,9.212798208901646,8.893104076385498,8.48
652,2ra0,-10.36185,7.231385887862638,7.432474851608276,7.8
653,2rcb,-5.06879,3.975533574696505,4.755363321304321,6.79
654,2ri9,-3.61559,3.6328854470664265,3.895512819290161,3.22
655,2rkf,-8.85483,8.164356848634213,8.896312141418457,9.08
656,2rkg,-8.86355,8.46226363997032,9.11913471221924,8.09
657,2sim,-6.2615,3.572759196077063,5.044164180755615,3.42
658,2std,-8.69992,7.526194175193191,7.406008911132813,9.85
659,2tpi,-5.90904,3.831937263841288,7.114871454238893,4.31
660,2uwo,-7.34072,5.495713939674153,8.347804498672485,8.7
661,2uxz,-9.89456,7.582859138630577,9.01054859161377,8.48
662,2uy0,-10.571019999999999,6.292249945877052,7.6232021808624255,6.92
663,2v00,-7.72571,4.736958865687052,5.731546449661255,3.66
664,2v3u,-5.17342,4.634846175253792,4.600116014480591,3.0
665,2v95,-10.46245,7.192208467056784,8.428724098205567,8.3
666,2vfk,-5.73931,4.257049576838447,4.058654117584228,3.71
667,2vh6,-10.2447,8.334695998252473,8.68377628326416,9.7
668,2vkm,-10.955680000000001,7.367955187783539,8.185037088394164,8.74
669,2vnt,-8.9993,6.557103119709001,7.4585245609283435,8.0
670,2vw5,-9.02335,7.647687504709903,7.553734064102173,8.52
671,2vyt,-2.94338,1.3034854314877582,4.214105582237243,2.74
672,2web,-9.75939,5.140077274026933,6.739807653427124,5.12
673,2wec,-8.13748,6.508629461322211,7.404648828506469,3.96
674,2wed,-10.10267,4.700291948813921,7.846046209335327,6.1
675,2zb1,-10.48669,6.3014734697860035,6.66204195022583,6.32
676,2zcs,-8.9391,8.347873166985675,7.092281675338745,8.22
677,3aid,-7.897639999999999,6.771653282487503,8.35019063949585,6.86
678,3b4p,-8.36706,5.0654905660738425,5.559394121170044,5.4
679,3b50,-7.655660000000001,5.021265900525987,6.0795728206634525,7.55
680,3b5r,-10.62909,9.116325144032931,8.189190435409548,8.77
681,3b65,-10.74423,8.064487090500903,8.639496612548829,9.27
682,3b66,-10.55591,6.906393794555084,8.227507543563842,8.6
683,3b67,-11.22281,8.493821218767824,8.430789279937745,8.85
684,3b68,-10.94919,9.130295728976233,8.408013582229612,8.4
685,3b7j,-6.15646,3.477819068177267,4.451120066642762,5.17
686,3be9,-12.39585,7.448992301598142,7.414048719406128,7.62
687,3bex,-5.7782599999999995,4.682366067457759,5.844596338272095,5.57
688,3bfu,-7.04525,5.143340438080188,6.134021520614624,6.27
689,3bgb,-7.30547,6.827625116016148,6.965684318542482,6.05
690,3bgc,-9.56799,5.436376456367186,7.676235008239746,5.02
691,3bgq,-9.816180000000001,8.333780783769061,7.98694372177124,7.96
692,3bgz,-10.81361,6.299224504289169,6.3384761810302725,6.26
693,3bra,-3.9348300000000003,3.2983481976178752,3.4618791580200194,2.7
694,3brn,-7.02711,4.375337599993257,7.928973340988159,8.7
695,3bu1,-4.310980000000001,3.6880487564508697,7.495469570159912,8.15
696,3buf,-3.6525300000000005,2.4503527959694917,3.5110937118530274,3.1
697,3bug,-4.32988,3.2573603296252753,3.7891145706176763,3.18
698,3buh,-5.24043,3.635656337553419,5.004766750335693,3.66
699,3bvb,-8.96467,8.521284071750994,8.761628246307373,5.49
700,3bxg,-7.91205,4.527733059923668,5.162871265411377,4.96
701,3bxh,-7.42772,4.73958201558421,5.325327444076538,4.03
702,3c2o,-5.553999999999999,4.29778713142202,3.5592977046966547,3.35
703,3c2r,-5.93865,2.898148343695403,3.5477783679962163,3.11
704,3c2u,-5.2171199999999995,4.235519522792412,4.830533599853514,2.9
705,3c79,-6.8179,7.666520982174863,5.920525979995728,7.2
706,3cct,-8.78063,5.961900582030675,7.497628498077392,7.56
707,3ccw,-7.95305,7.23672428472091,7.5176336765289316,7.87
708,3ccz,-7.67258,6.3465791076485045,7.57383074760437,7.29
709,3cd0,-8.223889999999999,6.785904304737121,7.1046537399292005,7.57
710,3cd5,-9.7954,9.190796757958982,7.80258469581604,7.9
711,3cd7,-8.71774,6.355731502581844,7.257243967056273,7.84
712,3cda,-8.61797,7.556858148694223,7.982756090164185,7.58
713,3cdb,-8.192860000000001,7.574520528679285,7.436815023422241,7.02
714,3cf8,-7.512230000000001,4.964076098543892,5.295984125137329,4.9
715,3cj2,-7.0259,3.6954660214222015,4.571346402168273,4.85
716,3cj4,-7.0296,4.500904786957002,5.473949766159056,6.51
717,3cj5,-7.542860000000001,5.3295870770062095,5.202834177017212,6.34
718,3ckp,-8.56188,7.814719241805771,7.098669719696045,6.35
719,3cs7,-10.27006,9.806280695748221,9.078598690032956,10.68
720,3cyw,-9.006969999999999,10.52206551540908,9.58528184890747,7.77
721,3cyx,-10.8128,8.266445236012384,8.91520357131958,8.0
722,3d0b,-10.55344,7.178619743155844,7.589967775344848,6.54
723,3d1x,-11.08646,8.588281604924799,8.878010368347168,8.66
724,3d1y,-11.12009,9.212470334268968,8.765053129196168,8.22
725,3d1z,-9.14799,10.183618285475005,9.443844604492188,8.8
726,3d7z,-11.15301,7.5793303822312605,7.5034206867218005,7.92
727,3d83,-11.5668,6.824619006997553,8.225011682510376,8.36
728,3djk,-9.07654,9.627446569099755,9.643703365325928,10.59
729,3e5a,-9.64611,7.248915883398549,7.687200498580933,8.23
730,3e5u,-7.355289999999999,4.937525687122253,5.643725395202638,5.85
731,3ebl,-11.66907,7.8354960305869925,7.961218309402466,6.3
732,3eko,-6.73071,4.5280397744345615,6.277643156051637,6.7
733,3ekr,-8.03772,4.048987950469301,7.782846355438233,7.52
734,3eqr,-9.51349,7.030355785664258,8.211831426620483,8.7
735,3ery,-8.83324,7.523682246117357,6.794084310531616,5.66
736,3f8c,-10.17195,9.360807583187816,8.153428936004639,7.68
737,3f8f,-8.94148,6.103885468176408,7.654542922973633,6.63
738,3gss,-6.77234,5.663242323075093,5.564701271057129,5.82
739,3gst,-9.210930000000001,6.2359618221927136,6.407403182983399,6.72
740,3jdw,-4.23108,6.156705486264883,4.36372447013855,3.6
741,3kiv,-3.21414,4.110877322409197,6.292086935043335,4.7
742,4rsk,-5.85136,4.560298777017206,3.849382066726685,4.32
743,4ts1,-6.35979,4.116561864573192,5.124129629135132,4.94
744,5er1,-5.989319999999999,7.116452032194859,8.020926380157471,6.02
745,5std,-12.102310000000001,7.466088862608062,7.13682918548584,10.49
746,5yas,-5.57829,6.7683891430452805,5.896092271804808,3.26
747,6rnt,-5.41794,3.0777865704429592,3.5806897640228272,2.37
748,6std,-8.7691,4.8807835013010274,8.201200151443482,8.64
749,7std,-8.91527,8.364662753349196,7.197334814071655,10.72
